area_name,year,group_name,sub_group_name,cases_property_recovered,cases_property_stolen,value_of_property_recovered,value_of_property_stolen,cases_recovery_rate,property_value_recovery_rate,cluster,case_recovery_class,property_recovery_class
9,2005,5,5,0,0,0,0,1.0,1.0,0,Low,Low
9,2006,5,5,0,1,0,592680,0.0,0.0,0,Low,Low
9,2007,5,5,0,2,0,3000,0.0,0.0,0,Low,Low
9,2008,5,5,1,4,400000,985700,0.25,0.4058029826519225,0,Low,Low
9,2009,5,5,1,4,22400,336400,0.25,0.06658739595719382,0,Low,Low
9,2010,5,5,0,0,0,0,1.0,1.0,0,Low,Low
9,2001,6,6,12,39,934194,1622887,0.3076923076923077,0.5756371207607184,0,Low,Low
9,2002,6,6,23,56,1267100,2672651,0.4107142857142857,0.47409856356104857,0,Low,Low
9,2003,6,6,23,46,5217268,5993505,0.5,0.8704869688104039,0,Low,Low
9,2004,6,6,12,27,554500,1301700,0.4444444444444444,0.42598140892678804,0,Low,Low
9,2005,6,6,11,50,308700,3931333,0.22,0.07852298444319013,0,Low,Low
9,2006,6,6,15,63,933350,6974825,0.23809523809523808,0.13381697748689036,0,Low,Low
9,2007,6,6,8,43,604550,5833910,0.18604651162790697,0.1036268985980243,0,Low,Low
9,2008,6,6,20,49,2487600,7041295,0.40816326530612246,0.35328728593248826,0,Low,Low
9,2009,6,6,10,41,210785,2257920,0.24390243902439024,0.09335361748866214,0,Low,Low
9,2010,6,6,19,47,3440585,6413312,0.40425531914893614,0.5364755371327639,0,Low,Low
9,2001,7,7,21,94,2323494,14151158,0.22340425531914893,0.16419108598745064,0,Low,Low
9,2002,7,7,44,130,5347636,16411977,0.3384615384615385,0.32583740520718496,0,Low,Low
9,2003,7,7,32,107,7758679,18174225,0.29906542056074764,0.4269056314643403,0,Low,Low
9,2004,7,7,22,72,803600,4972825,0.3055555555555556,0.1615982866881501,0,Low,Low
9,2005,7,7,24,100,1156843,8485596,0.24,0.13633020002366364,0,Low,Low
9,2006,7,7,26,144,3033840,19301080,0.18055555555555555,0.15718498653961333,0,Low,Low
9,2007,7,7,16,105,6122750,32104265,0.1523809523809524,0.19071453590356297,0,Low,Low
9,2008,7,7,31,107,4230400,46597505,0.2897196261682243,0.09078597663115225,0,Low,Low
9,2009,7,7,19,84,4521340,13412092,0.2261904761904762,0.33710922949231187,0,Low,Low
9,2010,7,7,32,85,5469085,14016402,0.3764705882352941,0.3901917910174095,0,Low,Low
10,2001,1,1,642,3029,39632177,150033824,0.2119511389897656,0.26415494815355767,0,Low,Low
10,2002,1,1,843,2360,7695881,131034713,0.3572033898305085,0.058731620223413626,0,Low,Low
10,2003,1,1,758,1898,4268081,84069640,0.3993677555321391,0.05076839867519357,0,Low,Low
10,2004,1,1,772,1875,3181843,133196885,0.41173333333333334,0.023888268858539747,0,Low,Low
10,2005,1,1,871,2093,8172281,198019747,0.4161490683229814,0.04127003050862397,0,Low,Low
10,2006,1,1,893,1950,14994976,114401072,0.45794871794871794,0.13107373679155734,0,Low,Low
10,2007,1,1,981,2055,8374449,142856412,0.47737226277372263,0.05862144290730192,0,Low,Low
10,2008,1,1,485,1926,5796997,109940832,0.2518172377985462,0.05272833481922349,0,Low,Low
10,2009,1,1,521,1733,30852082,252397901,0.3006347374495095,0.1222358897509215,0,Low,Low
10,2010,1,1,434,1502,9959580,187493962,0.28894806924101196,0.053119470588604875,0,Low,Low
10,2001,2,2,147,479,9238685,177836353,0.3068893528183716,0.051950486186589755,0,Low,Low
10,2002,2,2,141,444,4331616,62427472,0.31756756756756754,0.06938637528042141,0,Low,Low
10,2003,2,2,167,431,2621550,199093138,0.3874709976798144,0.013167455324351762,0,Low,Low
10,2004,2,2,181,445,9556500,109174459,0.4067415730337079,0.08753420981000694,0,Low,Low
10,2005,2,2,159,394,1910000,69538509,0.4035532994923858,0.027466795412596494,0,Low,Low
10,2006,2,2,162,442,21473070,147797958,0.3665158371040724,0.145286648682927,0,Low,Low
10,2007,2,2,167,451,9096680,124954720,0.37028824833702884,0.07279981100353793,0,Low,Low
10,2008,2,2,100,355,2512000,66787480,0.28169014084507044,0.03761183982387118,0,Low,Low
10,2009,2,2,106,333,26063598,168282309,0.3183183183183183,0.15488020193495206,0,Low,Low
10,2010,2,2,80,273,7227255,71945074,0.29304029304029305,0.10045517501309402,0,Low,Low
10,2001,3,3,29,48,2987000,13217200,0.6041666666666666,0.22599340253608935,0,Low,Low
10,2002,3,3,42,47,1300570,5229300,0.8936170212765957,0.24870824010861875,0,Low,Low
10,2003,3,3,27,28,4305000,8921500,0.9642857142857143,0.4825421734013339,0,Low,Low
10,2004,3,3,29,30,870000,4504322,0.9666666666666667,0.1931478255773011,0,Low,Low
10,2005,3,3,26,27,2045400,13335996,0.9629629629629629,0.15337437113808372,0,Low,Low
10,2006,3,3,13,14,600,13163050,0.9285714285714286,4.558214091718864e-05,0,Low,Low
10,2007,3,3,30,34,1310250,6374650,0.8823529411764706,0.20554069635195657,0,Low,Low
10,2008,3,3,18,24,11733000,19249000,0.75,0.6095381578263805,0,Low,Low
10,2009,3,3,24,36,12222566,35479000,0.6666666666666666,0.34450142337720907,0,Low,Low
10,2010,3,3,27,32,3075000,14044500,0.84375,0.21894691872263164,0,Low,Low
10,2001,4,4,578,1714,13695153,841921782,0.3372228704784131,0.016266538403920283,0,Low,Low
10,2002,4,4,1780,2703,5499437,817719202,0.6585275619681835,0.006725336749521507,0,Low,Low
10,2003,4,4,1609,2611,12656735,748989861,0.6162389888931444,0.016898406319014243,0,Low,Low
10,2004,4,4,1974,3097,29885709,451314993,0.6373910235711979,0.06621918053584362,0,Low,Low
10,2005,4,4,2227,3514,8331858,737551655,0.6337507114399544,0.011296643351712092,0,Low,Low
10,2006,4,4,2197,3596,11007770,1090188152,0.6109566184649611,0.010097128628490177,0,Low,Low
10,2007,4,4,1103,3579,7430712,575442815,0.3081866443140542,0.012913032896240089,0,Low,Low
10,2008,4,4,833,2870,10692781,2136265505,0.29024390243902437,0.005005361447335639,2,High,High
10,2009,4,4,988,2345,22706337,5259938376,0.4213219616204691,0.004316844680843463,2,High,High
10,2010,4,4,1015,2624,41903655,2206442274,0.3868140243902439,0.01899150297008858,2,High,High
10,2001,5,5,262,624,5933935,66339228,0.4198717948717949,0.08944835776503157,0,Low,Low
10,2002,5,5,378,502,5050032,54816824,0.7529880478087649,0.09212558538597566,0,Low,Low
10,2003,5,5,350,441,4116700,40780214,0.7936507936507936,0.10094846486092496,0,Low,Low
10,2004,5,5,394,461,6477132,447757606,0.8546637744034707,0.014465710717597504,0,Low,Low
10,2005,5,5,450,510,6965983,41203747,0.8823529411764706,0.1690618816778969,0,Low,Low
10,2006,5,5,480,541,13040415,54404619,0.8872458410351202,0.239693159141506,0,Low,Low
10,2007,5,5,478,557,9950516,48600840,0.8581687612208259,0.20473958886307314,0,Low,Low
10,2008,5,5,362,541,7425250,83492513,0.6691312384473198,0.08893312385986034,0,Low,Low
10,2009,5,5,403,515,31782135,134320407,0.7825242718446602,0.23661434408846008,0,Low,Low
10,2010,5,5,435,599,16484540,116610568,0.7262103505843072,0.14136403143152515,0,Low,Low
10,2001,6,6,4235,19276,146767644,878205006,0.2197032579373314,0.16712230401474162,0,Low,Low
10,2002,6,6,5066,16625,76499351,897680730,0.30472180451127817,0.08521888511520126,0,Low,Low
10,2003,6,6,4936,15544,48657332,856308779,0.3175501801338137,0.05682218049524399,0,Low,Low
10,2004,6,6,6243,18994,65611363,1148408691,0.32868274191850055,0.05713241593710649,0,Low,Low
10,2005,6,6,6772,17955,67737445,1000141986,0.3771651350598719,0.0677278285965289,0,Low,Low
10,2006,6,6,6106,17498,74719855,1128669742,0.34895416619042174,0.06620169941616101,0,Low,Low
10,2007,6,6,5690,17037,64632107,951380888,0.3339789869108411,0.06793504874359006,0,Low,Low
10,2008,6,6,3876,18867,62353044,1169650318,0.2054380664652568,0.053309132687296035,0,Low,Low
10,2009,6,6,4325,21731,120952757,1935299019,0.19902443513874188,0.06249822679210483,2,High,High
10,2010,6,6,4509,23088,123172749,1598845599,0.19529625779625778,0.07703855148804772,0,Low,Low
10,2001,7,7,5893,25170,218254594,2127553393,0.23412793007548668,0.10258477870313076,2,High,High
10,2002,7,7,8250,22681,100376887,1968908241,0.363740575812354,0.05098098779302128,2,High,High
10,2003,7,7,7847,20953,76625398,1938163132,0.37450484417505847,0.03953506117977277,2,High,High
10,2004,7,7,9593,24902,115582547,2294356956,0.38523010199983937,0.05037688085009558,2,High,High
10,2005,7,7,10505,24493,95162967,2059791640,0.4288980525047973,0.04620028800582956,2,High,High
10,2006,7,7,9851,24041,135236686,2548624593,0.40975832952040264,0.05306261517346977,2,High,High
10,2007,7,7,8449,23713,100794714,1849610325,0.3563024501328385,0.05449510777357928,2,High,High
10,2008,7,7,5674,24583,100513072,3585385648,0.2308099092869056,0.02803410340420931,2,High,High
10,2009,7,7,6367,26693,244579475,7785717012,0.23852695463230061,0.031413866522894886,2,High,High
10,2010,7,7,6500,28118,201822779,4195381977,0.2311686464186642,0.048105936505051634,2,High,High
11,2001,1,1,65,347,895875,9991574,0.1873198847262248,0.08966305008600246,0,Low,Low
11,2002,1,1,74,359,1753917,12622949,0.20612813370473537,0.13894669145854902,0,Low,Low
11,2003,1,1,109,244,2170727,10457254,0.44672131147540983,0.20758097680327933,0,Low,Low
11,2004,1,1,81,245,2210814,14288368,0.3306122448979592,0.15472823768256808,0,Low,Low
11,2005,1,1,71,257,1909368,13803082,0.27626459143968873,0.13832910649954844,0,Low,Low
11,2006,1,1,48,230,3338956,18460149,0.20869565217391303,0.1808737296757464,0,Low,Low
11,2007,1,1,49,271,1468865,26963400,0.18081180811808117,0.054476252994800356,0,Low,Low
11,2008,1,1,84,291,3630962,19170722,0.28865979381443296,0.1894014216053,0,Low,Low
11,2009,1,1,71,283,7598920,33425540,0.2508833922261484,0.227338735589612,0,Low,Low
11,2010,1,1,63,344,2767165,35912213,0.18313953488372092,0.07705359176834911,0,Low,Low
11,2001,2,2,7,20,1720400,86629777,0.35,0.01985922230874495,0,Low,Low
11,2002,2,2,1,16,100850,5408663,0.0625,0.018646012887103523,0,Low,Low
11,2003,2,2,8,43,2189155,51284369,0.18604651162790697,0.042686593258074404,0,Low,Low
11,2004,2,2,7,34,1555720,11010936,0.20588235294117646,0.14128862432766842,0,Low,Low
11,2005,2,2,8,42,814936,24107134,0.19047619047619047,0.033804765012713664,0,Low,Low
11,2006,2,2,9,25,3928190,6906420,0.36,0.5687736917245114,0,Low,Low
11,2007,2,2,7,25,1192650,26805017,0.28,0.0444935364152166,0,Low,Low
11,2008,2,2,6,40,3261600,18853727,0.15,0.17299497335460517,0,Low,Low
11,2009,2,2,14,46,2029444,500734226,0.30434782608695654,0.004052936457353326,0,Low,Low
11,2010,2,2,22,45,3744000,16153977,0.4888888888888889,0.23176955123806353,0,Low,Low
11,2001,3,3,3,7,131427,524127,0.42857142857142855,0.25075411112192275,0,Low,Low
11,2002,3,3,2,5,555300,1083300,0.4,0.5126003877042371,0,Low,Low
11,2003,3,3,1,4,255000,1303000,0.25,0.19570222563315426,0,Low,Low
11,2004,3,3,2,5,203000,456650,0.4,0.4445417715975036,0,Low,Low
11,2005,3,3,2,2,1588200,2077574,1.0,0.7644493048141727,0,Low,Low
11,2006,3,3,1,7,63900,741481,0.14285714285714285,0.08617887713913101,0,Low,Low
11,2007,3,3,4,7,1142309,13597350,0.5714285714285714,0.08400967835644445,0,Low,Low
11,2008,3,3,0,2,0,6100,0.0,0.0,0,Low,Low
11,2009,3,3,2,4,718865,2255300,0.5,0.31874473462510533,0,Low,Low
11,2010,3,3,2,2,150000,270000,1.0,0.5555555555555556,0,Low,Low
11,2001,4,4,1,34,10000,122480590,0.029411764705882353,8.164558972160405e-05,0,Low,Low
11,2002,4,4,1,56,1332208,33644850,0.017857142857142856,0.03959619377111207,0,Low,Low
11,2003,4,4,5,77,181400,198400135,0.06493506493506493,0.0009143138939900419,0,Low,Low
11,2004,4,4,7,52,411000,51919570,0.1346153846153846,0.00791609021415239,0,Low,Low
11,2005,4,4,5,38,185000,24694420,0.13157894736842105,0.007491570970283975,0,Low,Low
11,2006,4,4,2,37,210000,62634507,0.05405405405405406,0.003352784432389641,0,Low,Low
11,2007,4,4,4,36,800000,17113459,0.1111111111111111,0.046746832420026835,0,Low,Low
11,2008,4,4,1,70,90000,24862812,0.014285714285714285,0.0036198640765171693,0,Low,Low
11,2009,4,4,6,40,493900,59503271,0.15,0.008300384024266498,0,Low,Low
11,2010,4,4,7,39,209800,42276054,0.1794871794871795,0.004962620210486059,0,Low,Low
11,2001,5,5,11,24,640780,2045375,0.4583333333333333,0.3132824054268777,0,Low,Low
11,2002,5,5,11,22,170410,410810,0.5,0.4148146345025681,0,Low,Low
11,2003,5,5,11,21,79510,871350,0.5238095238095238,0.09124921099443392,0,Low,Low
11,2004,5,5,8,17,428500,1095580,0.47058823529411764,0.39111703389985214,0,Low,Low
11,2005,5,5,12,25,1248880,3378441,0.48,0.36966162795206425,0,Low,Low
11,2006,5,5,7,16,76650,3449800,0.4375,0.02221867934373007,0,Low,Low
11,2007,5,5,13,22,5148378,6447620,0.5909090909090909,0.7984927771797966,0,Low,Low
11,2008,5,5,7,23,118800,2311380,0.30434782608695654,0.05139786620979674,0,Low,Low
11,2009,5,5,14,29,1812500,4152080,0.4827586206896552,0.43652819791526176,0,Low,Low
11,2010,5,5,27,36,2245750,5842300,0.75,0.38439484449617445,0,Low,Low
11,2001,6,6,202,572,6123044,18220340,0.3531468531468531,0.33605541938295336,0,Low,Low
11,2002,6,6,131,493,5934473,16896997,0.2657200811359026,0.35121465666354795,0,Low,Low
11,2003,6,6,191,458,3691138,13088098,0.4170305676855895,0.282022490968512,0,Low,Low
11,2004,6,6,207,493,4645222,16229270,0.4198782961460446,0.2862249503520491,0,Low,Low
11,2005,6,6,175,490,8290411,29695016,0.35714285714285715,0.279185267992447,0,Low,Low
11,2006,6,6,173,486,10426923,36772354,0.3559670781893004,0.283553318343449,0,Low,Low
11,2007,6,6,160,484,7395072,38412511,0.3305785123966942,0.19251727646755507,0,Low,Low
11,2008,6,6,195,595,17312994,51331469,0.3277310924369748,0.3372783662201446,0,Low,Low
11,2009,6,6,212,840,14103333,56510550,0.2523809523809524,0.24956991216684318,0,Low,Low
11,2010,6,6,313,1017,14117077,130811294,0.3077679449360865,0.10791940487952058,0,Low,Low
11,2001,7,7,289,1004,9521526,239891783,0.28784860557768926,0.03969092180201937,0,Low,Low
11,2002,7,7,220,951,9847158,70067569,0.231335436382755,0.14053802837087156,0,Low,Low
11,2003,7,7,325,847,8566930,275404206,0.3837072018890201,0.031106750780705215,0,Low,Low
11,2004,7,7,312,846,9454256,95000374,0.36879432624113473,0.09951809242350983,0,Low,Low
11,2005,7,7,273,854,14036795,97755667,0.319672131147541,0.14359060124872353,0,Low,Low
11,2006,7,7,240,801,18044619,128964711,0.299625468164794,0.13991904343506806,0,Low,Low
11,2007,7,7,237,845,17147274,129339357,0.2804733727810651,0.1325758407783023,0,Low,Low
11,2008,7,7,293,1021,24414356,116536210,0.28697355533790403,0.20950017166338256,0,Low,Low
11,2009,7,7,319,1242,26756962,656580967,0.25684380032206117,0.0407519610601201,0,Low,Low
11,2010,7,7,434,1483,23233792,231265838,0.2926500337154417,0.10046357127765666,0,Low,Low
12,2001,1,1,1124,4928,20821285,141650158,0.22808441558441558,0.14699090558021122,0,Low,Low
12,2002,1,1,1183,5153,21424048,181149074,0.22957500485154278,0.11826749939665714,0,Low,Low
12,2003,1,1,1334,5684,27303140,186884277,0.23469387755102042,0.1460965065563006,0,Low,Low
12,2004,1,1,1308,5670,34432089,211383452,0.2306878306878307,0.16288923600320426,0,Low,Low
12,2005,1,1,1188,5140,67616775,254373304,0.2311284046692607,0.2658171039835218,0,Low,Low
12,2006,1,1,1405,5363,32600847,299427287,0.26198023494312883,0.10887734156306202,0,Low,Low
12,2007,1,1,1230,4747,44679310,240405506,0.2591110174847272,0.185849778332448,0,Low,Low
12,2008,1,1,1430,4932,59048428,339401791,0.2899432278994323,0.17397795051706136,0,Low,Low
12,2009,1,1,1269,4385,54175506,284188989,0.2893956670467503,0.19063196709567098,0,Low,Low
12,2010,1,1,1085,3850,57003755,280852404,0.2818181818181818,0.20296694700893497,0,Low,Low
12,2001,2,2,559,1348,41218510,269095652,0.4146884272997033,0.153174195471579,0,Low,Low
12,2002,2,2,500,1188,28577528,1062403379,0.4208754208754209,0.026898943061437683,0,Low,Low
12,2003,2,2,655,1545,73873740,1008562218,0.42394822006472493,0.07324658675643549,0,Low,Low
12,2004,2,2,608,1419,26259866,1737345011,0.4284707540521494,0.015114940229911536,2,High,High
12,2005,2,2,678,1242,31806265,2166041426,0.5458937198067633,0.014684052030683554,2,High,High
12,2006,2,2,567,1118,30433157,635317912,0.5071556350626119,0.047902249291532646,0,Low,Low
12,2007,2,2,545,987,40665503,435121121,0.5521783181357649,0.09345789261284791,0,Low,Low
12,2008,2,2,482,917,56003381,787400659,0.5256270447110142,0.07112437659262869,0,Low,Low
12,2009,2,2,450,987,126189464,1021824056,0.45592705167173253,0.12349431710775852,0,Low,Low
12,2010,2,2,406,997,72558586,757466843,0.40722166499498497,0.09579110514280292,0,Low,Low
12,2001,3,3,170,313,18828557,62407290,0.5431309904153354,0.3017044483104458,0,Low,Low
12,2002,3,3,407,777,16788842,1384990691,0.5238095238095238,0.012121989056748108,0,Low,Low
12,2003,3,3,150,330,26943119,58594806,0.45454545454545453,0.4598209438563548,0,Low,Low
12,2004,3,3,160,348,28413195,108910792,0.45977011494252873,0.2608850278124871,0,Low,Low
12,2005,3,3,157,277,17577759,32272584,0.5667870036101083,0.5446653729369796,0,Low,Low
12,2006,3,3,137,280,19823619,56772711,0.48928571428571427,0.3491751345113676,0,Low,Low
12,2007,3,3,142,232,21745848,69620588,0.6120689655172413,0.312347950867637,0,Low,Low
12,2008,3,3,144,245,20476176,47516980,0.5877551020408164,0.4309233457176782,0,Low,Low
12,2009,3,3,135,243,37169667,73734850,0.5555555555555556,0.5040990386499735,0,Low,Low
12,2010,3,3,122,180,21733654,107788928,0.6777777777777778,0.2016315998615368,0,Low,Low
12,2001,4,4,500,1243,12975707,213828834,0.4022526146419952,0.060682681363730395,0,Low,Low
12,2002,4,4,516,1155,21927354,2333126020,0.44675324675324674,0.009398272451652654,2,High,High
12,2003,4,4,647,1426,12070140,1424565020,0.4537166900420757,0.008472860017298474,0,Low,Low
12,2004,4,4,602,1239,25822243,3935809186,0.4858757062146893,0.006560847281888528,2,High,High
12,2005,4,4,667,1214,64819027,779267815,0.5494233937397035,0.08317939706004668,0,Low,Low
12,2006,4,4,722,1193,11501866,318593513,0.6051969823973177,0.03610200939653156,0,Low,Low
12,2007,4,4,621,999,97197058,260363423,0.6216216216216216,0.3733130286891335,0,Low,Low
12,2008,4,4,466,887,30324325,592715720,0.5253664036076663,0.05116166819398683,0,Low,Low
12,2009,4,4,399,806,12177589,426017436,0.49503722084367247,0.028584719710861788,0,Low,Low
12,2010,4,4,344,720,36179589,1419805631,0.4777777777777778,0.025482071778034805,0,Low,Low
12,2001,5,5,412,953,14124938,40522333,0.4323189926547744,0.3485716876172949,0,Low,Low
12,2002,5,5,454,1069,12152390,50444547,0.4246959775491113,0.2409059199203434,0,Low,Low
12,2003,5,5,508,1241,16642701,48163574,0.40934730056406127,0.34554539079678764,0,Low,Low
12,2004,5,5,545,1113,29490474,101969124,0.48966756513926324,0.28920983963733965,0,Low,Low
12,2005,5,5,523,935,23294791,60100567,0.5593582887700534,0.3875968591111628,0,Low,Low
12,2006,5,5,516,932,22271713,45487893,0.5536480686695279,0.48961847936109065,0,Low,Low
12,2007,5,5,540,1057,22082579,54092964,0.510879848628193,0.40823385089417547,0,Low,Low
12,2008,5,5,649,1302,22165510,57524742,0.49846390168970817,0.38532132834250693,0,Low,Low
12,2009,5,5,570,1412,37156677,75901458,0.40368271954674223,0.48953838278047307,0,Low,Low
12,2010,5,5,627,1367,30477347,106357622,0.4586686174103877,0.28655536318779296,0,Low,Low
12,2001,6,6,4620,15625,119724259,422312609,0.29568,0.2834967662544975,0,Low,Low
12,2002,6,6,4373,15616,98840231,403166909,0.2800332991803279,0.2451595822810944,0,Low,Low
12,2003,6,6,5422,19181,151790393,515160046,0.2826755643605651,0.2946470600322914,0,Low,Low
12,2004,6,6,5069,18452,144505601,479937790,0.27471276826360286,0.3010923582408462,0,Low,Low
12,2005,6,6,5153,17834,149243011,488494904,0.28894246944039476,0.3055160039090193,0,Low,Low
12,2006,6,6,5556,18331,195358310,1233220340,0.30309312094266544,0.15841314294248504,0,Low,Low
12,2007,6,6,5657,18047,176182189,633456546,0.31345930071480027,0.2781282948491308,0,Low,Low
12,2008,6,6,6145,20557,213420597,717642182,0.29892494040959283,0.2973913774204538,0,Low,Low
12,2009,6,6,5664,19574,216620109,849896797,0.2893634412996833,0.2548781331623256,0,Low,Low
12,2010,6,6,5105,16725,254323201,824549421,0.3052316890881913,0.30843900259072526,0,Low,Low
12,2001,7,7,7385,24410,227693256,1149816876,0.3025399426464564,0.19802566891529952,0,Low,Low
12,2002,7,7,7433,24958,199710393,5415280620,0.2978203381681224,0.036879047830396645,2,High,High
12,2003,7,7,8716,29407,308623233,3241929941,0.29639201550651206,0.0951973789121435,2,High,High
12,2004,7,7,8292,28241,288923468,6575355355,0.293615665167664,0.04394035795803769,2,High,High
12,2005,7,7,8366,26642,354357628,3780550600,0.31401546430448163,0.09373175113699046,2,High,High
12,2006,7,7,8903,27217,311989512,2588819656,0.3271117316383143,0.12051419312925674,2,High,High
12,2007,7,7,8735,26069,402552487,1693060148,0.33507230810541255,0.2377662054567479,2,High,High
12,2008,7,7,9316,28840,401438417,2542202074,0.3230235783633842,0.1579097197290698,2,High,High
12,2009,7,7,8487,27407,483489012,2731563586,0.3096654139453424,0.1770008263684622,2,High,High
12,2010,7,7,7689,23839,472276132,3496820849,0.32253869709299887,0.1350587154429312,2,High,High
13,2001,1,1,1257,3098,27369980,64576543,0.4057456423499032,0.42383780128954873,0,Low,Low
13,2002,1,1,1360,3048,28293801,66317650,0.4461942257217848,0.4266405851232666,0,Low,Low
13,2003,1,1,1411,2967,35400318,68528246,0.47556454330974046,0.516579951572086,0,Low,Low
13,2004,1,1,1245,2779,32863180,67073579,0.4480028787333573,0.48995715585715205,0,Low,Low
13,2005,1,1,1527,3425,42714747,81885034,0.44583941605839417,0.5216429048560938,0,Low,Low
13,2006,1,1,1760,3996,41950479,107827743,0.44044044044044045,0.3890508864680586,0,Low,Low
13,2007,1,1,1762,4231,48001068,150481239,0.4164500118175372,0.31898373723517787,0,Low,Low
13,2008,1,1,1579,4249,42033932,125403133,0.3716168510237703,0.3351904453615206,0,Low,Low
13,2009,1,1,1470,4077,45697180,157613697,0.36055923473142015,0.2899315279686638,0,Low,Low
13,2010,1,1,1442,4445,46370810,165957683,0.32440944881889766,0.2794134574655396,0,Low,Low
13,2001,2,2,411,530,12296549,23718405,0.7754716981132076,0.5184391193252667,0,Low,Low
13,2002,2,2,393,524,15305302,27012212,0.75,0.5666067628967224,0,Low,Low
13,2003,2,2,406,518,64030730,87599104,0.7837837837837838,0.7309518827955135,0,Low,Low
13,2004,2,2,332,466,30549043,49781427,0.7124463519313304,0.6136634652919853,0,Low,Low
13,2005,2,2,386,492,40091504,62176960,0.7845528455284553,0.6447967864623809,0,Low,Low
13,2006,2,2,601,685,77297743,122768355,0.8773722627737226,0.6296226987809684,0,Low,Low
13,2007,2,2,585,676,94736133,118459813,0.8653846153846154,0.7997322518143769,0,Low,Low
13,2008,2,2,537,763,63587887,100913081,0.7038007863695938,0.6301253154682692,0,Low,Low
13,2009,2,2,577,761,95125041,120410728,0.7582128777923784,0.7900046995812533,0,Low,Low
13,2010,2,2,496,743,207754960,244175753,0.6675639300134589,0.8508418933799704,0,Low,Low
13,2001,3,3,57,76,15431491,20468041,0.75,0.7539310186060307,0,Low,Low
13,2002,3,3,46,61,17158072,19640230,0.7540983606557377,0.8736186898014942,0,Low,Low
13,2003,3,3,51,63,14729050,21710332,0.8095238095238095,0.6784350418961811,0,Low,Low
13,2004,3,3,42,52,16370790,18937871,0.8076923076923077,0.8644472232385573,0,Low,Low
13,2005,3,3,76,87,12484500,20960375,0.8735632183908046,0.5956238855459408,0,Low,Low
13,2006,3,3,90,104,28483415,33723720,0.8653846153846154,0.8446107072410755,0,Low,Low
13,2007,3,3,102,139,27558400,43920703,0.7338129496402878,0.6274580805320898,0,Low,Low
13,2008,3,3,99,120,27846605,73685380,0.825,0.37791221270759545,0,Low,Low
13,2009,3,3,112,153,34545985,61000202,0.7320261437908496,0.5663257475770326,0,Low,Low
13,2010,3,3,103,147,56906440,82418528,0.7006802721088435,0.6904568836754764,0,Low,Low
13,2001,4,4,288,326,28709985,29351785,0.8834355828220859,0.9781342088734978,0,Low,Low
13,2002,4,4,295,341,27874325,30015057,0.8651026392961877,0.9286780631467733,0,Low,Low
13,2003,4,4,572,606,33077853,34305575,0.9438943894389439,0.9642121725113192,0,Low,Low
13,2004,4,4,674,722,22053698,24302613,0.9335180055401662,0.907462008303387,0,Low,Low
13,2005,4,4,483,556,442433920,443888058,0.8687050359712231,0.9967240884862912,0,Low,Low
13,2006,4,4,557,669,22351111,24550879,0.8325859491778774,0.9103996235735592,0,Low,Low
13,2007,4,4,598,941,40616070,43645570,0.6354941551540914,0.9305886026920945,0,Low,Low
13,2008,4,4,713,986,77331388,88346009,0.7231237322515213,0.8753240681194778,0,Low,Low
13,2009,4,4,660,1013,36929964,54588481,0.6515301085883515,0.6765156920193475,0,Low,Low
13,2010,4,4,725,1214,39807090,50782590,0.5971993410214168,0.7838727800216571,0,Low,Low
13,2001,5,5,276,391,26308703,38952335,0.7058823529411765,0.6754075975162978,0,Low,Low
13,2002,5,5,249,330,33922016,50342798,0.7545454545454545,0.6738206326950679,0,Low,Low
13,2003,5,5,216,281,21237086,35450325,0.7686832740213523,0.5990660452337179,0,Low,Low
13,2004,5,5,183,244,26742282,38088024,0.75,0.7021178625596329,0,Low,Low
13,2005,5,5,280,374,41194198,60538254,0.7486631016042781,0.680465578012871,0,Low,Low
13,2006,5,5,309,408,45978237,63152965,0.7573529411764706,0.7280455794910026,0,Low,Low
13,2007,5,5,359,502,58084857,86991285,0.7151394422310757,0.667708920497036,0,Low,Low
13,2008,5,5,395,555,64320526,98144107,0.7117117117117117,0.6553681924071101,0,Low,Low
13,2009,5,5,434,679,66855856,114003381,0.6391752577319587,0.5864374846917917,0,Low,Low
13,2010,5,5,481,734,72926257,116343480,0.6553133514986376,0.6268185978277425,0,Low,Low
13,2001,6,6,2814,6115,147713275,227824329,0.46017988552739164,0.648364797773639,0,Low,Low
13,2002,6,6,2887,5962,155347051,233004774,0.48423347869842337,0.6667118803325464,0,Low,Low
13,2003,6,6,2885,5589,167071045,243550719,0.5161925210234389,0.6859805041265348,0,Low,Low
13,2004,6,6,2998,6558,157873873,264695741,0.4571515706007929,0.596435259606236,0,Low,Low
13,2005,6,6,3591,8650,171302996,300518761,0.4151445086705202,0.5700242987491886,0,Low,Low
13,2006,6,6,4378,10513,224200922,441919663,0.4164367925425663,0.5073341169704866,0,Low,Low
13,2007,6,6,4489,11047,234719856,446296828,0.40635466642527385,0.5259276814757017,0,Low,Low
13,2008,6,6,4381,12709,233259510,477937454,0.34471634274923285,0.4880544683154294,0,Low,Low
13,2009,6,6,4316,12912,203685733,482437909,0.3342627013630731,0.4222009282442189,0,Low,Low
13,2010,6,6,4859,16266,235612864,587990593,0.29872125906799457,0.40070856031535185,0,Low,Low
13,2001,7,7,5103,10536,257829983,404891438,0.4843394077448747,0.6367879357330347,0,Low,Low
