area_name,year,group_name,sub_group_name,cases_property_recovered,cases_property_stolen,value_of_property_recovered,value_of_property_stolen,cases_recovery_rate,property_value_recovery_rate,cluster,case_recovery_class,property_recovery_class
1,2001,1,1,27,64,755858,1321961,0.421875,0.5717702715889501,0,Low,Low
1,2002,1,1,13,49,201275,491892,0.2653061224489796,0.40918534962959346,0,Low,Low
1,2003,1,1,16,56,681962,1068059,0.2857142857142857,0.6385059252344674,0,Low,Low
1,2004,1,1,30,69,1779879,3208951,0.43478260869565216,0.5546606975301275,0,Low,Low
1,2005,1,1,25,68,705419,3418391,0.36764705882352944,0.20635995121681516,0,Low,Low
1,2006,1,1,25,82,888107,2605702,0.3048780487804878,0.3408321442743645,0,Low,Low
1,2007,1,1,21,90,715116,3173066,0.23333333333333334,0.2253706667305376,0,Low,Low
1,2008,1,1,35,78,1671141,2940686,0.44871794871794873,0.56828270682419,0,Low,Low
1,2009,1,1,29,86,2269980,4793680,0.3372093023255814,0.47353598905225214,0,Low,Low
1,2010,1,1,34,80,657512,1955919,0.425,0.33616525019696625,0,Low,Low
1,2001,2,2,1,10,80000,1226967,0.1,0.06520142758525697,0,Low,Low
1,2002,2,2,0,4,0,617295,0.0,0.0,0,Low,Low
1,2003,2,2,1,3,1000,271000,0.3333333333333333,0.0036900369003690036,0,Low,Low
1,2004,2,2,0,0,0,0,1.0,1.0,0,Low,Low
1,2005,2,2,0,8,0,252808214,0.0,0.0,0,Low,Low
1,2006,2,2,0,3,0,2190825,0.0,0.0,0,Low,Low
1,2007,2,2,0,7,0,1477118,0.0,0.0,0,Low,Low
1,2008,2,2,4,12,62169,4331562,0.3333333333333333,0.014352559192272903,0,Low,Low
1,2009,2,2,0,7,0,187903,0.0,0.0,0,Low,Low
1,2010,2,2,2,10,147644,530144,0.2,0.27849791754693065,0,Low,Low
1,2001,3,3,0,0,0,0,1.0,1.0,0,Low,Low
1,2002,3,3,1,1,50000,50000,1.0,1.0,0,Low,Low
1,2003,3,3,1,2,7000,107000,0.5,0.06542056074766354,0,Low,Low
1,2004,3,3,0,0,0,0,1.0,1.0,0,Low,Low
1,2005,3,3,0,0,0,0,1.0,1.0,0,Low,Low
1,2006,3,3,0,0,0,0,1.0,1.0,0,Low,Low
1,2007,3,3,2,5,308000,648000,0.4,0.47530864197530864,0,Low,Low
1,2008,3,3,0,0,0,0,1.0,1.0,0,Low,Low
1,2009,3,3,0,0,0,0,1.0,1.0,0,Low,Low
1,2010,3,3,0,1,0,86150,0.0,0.0,0,Low,Low
1,2001,4,4,0,0,0,0,1.0,1.0,0,Low,Low
1,2002,4,4,0,0,0,0,1.0,1.0,0,Low,Low
1,2003,4,4,0,0,0,0,1.0,1.0,0,Low,Low
1,2004,4,4,0,0,0,0,1.0,1.0,0,Low,Low
1,2005,4,4,0,0,0,0,1.0,1.0,0,Low,Low
1,2006,4,4,0,0,0,0,1.0,1.0,0,Low,Low
1,2007,4,4,0,0,0,0,1.0,1.0,0,Low,Low
1,2008,4,4,0,0,0,0,1.0,1.0,0,Low,Low
1,2009,4,4,0,0,0,0,1.0,1.0,0,Low,Low
1,2010,4,4,0,0,0,0,1.0,1.0,0,Low,Low
1,2001,5,5,2,4,2000,40000,0.5,0.05,0,Low,Low
1,2002,5,5,6,7,39350,49300,0.8571428571428571,0.7981744421906694,0,Low,Low
1,2003,5,5,6,7,162350,345920,0.8571428571428571,0.4693281683626272,0,Low,Low
1,2004,5,5,2,3,62000,62000,0.6666666666666666,1.0,0,Low,Low
1,2005,5,5,4,4,44840,44840,1.0,1.0,0,Low,Low
1,2006,5,5,5,5,22000,22040,1.0,0.9981851179673321,0,Low,Low
1,2007,5,5,6,9,164690,239690,0.6666666666666666,0.6870958321164838,0,Low,Low
1,2008,5,5,10,14,81200,203400,0.7142857142857143,0.3992133726647001,0,Low,Low
1,2009,5,5,9,11,187700,222200,0.8181818181818182,0.8447344734473448,0,Low,Low
1,2010,5,5,3,7,60080,318081,0.42857142857142855,0.18888270597740828,0,Low,Low
1,2001,6,6,24,65,354321,595549,0.36923076923076925,0.594948526485646,0,Low,Low
1,2002,6,6,17,49,376134,634234,0.3469387755102041,0.5930524065250365,0,Low,Low
1,2003,6,6,16,60,149475,1391671,0.26666666666666666,0.1074068511882478,0,Low,Low
1,2004,6,6,63,103,1228554,1812367,0.6116504854368932,0.6778726383784299,0,Low,Low
1,2005,6,6,51,92,3452224,5431836,0.5543478260869565,0.6355537980159931,0,Low,Low
1,2006,6,6,51,101,1306602,2262203,0.504950495049505,0.5775794656801357,0,Low,Low
1,2007,6,6,34,112,1439610,4808582,0.30357142857142855,0.2993834772912264,0,Low,Low
1,2008,6,6,63,128,2063545,5139030,0.4921875,0.4015436765303958,0,Low,Low
1,2009,6,6,68,134,3623505,5124807,0.5074626865671642,0.707051992396982,0,Low,Low
1,2010,6,6,51,121,1012355,5115182,0.4214876033057851,0.19791182405630925,0,Low,Low
1,2001,7,7,54,143,1192179,3184477,0.3776223776223776,0.37437199263803755,0,Low,Low
1,2002,7,7,37,110,666759,1842721,0.33636363636363636,0.3618339401352674,0,Low,Low
1,2003,7,7,40,128,1001787,3183650,0.3125,0.3146661850391846,0,Low,Low
1,2004,7,7,95,175,3070433,5083318,0.5428571428571428,0.6040214285236533,0,Low,Low
1,2005,7,7,80,172,4202483,261703281,0.46511627906976744,0.016058197604331907,0,Low,Low
1,2006,7,7,81,191,2216709,7080770,0.42408376963350786,0.3130604439912608,0,Low,Low
1,2007,7,7,63,223,2627416,10346456,0.2825112107623318,0.25394357256243105,0,Low,Low
1,2008,7,7,112,232,3878055,12614678,0.4827586206896552,0.3074240182745846,0,Low,Low
1,2009,7,7,106,238,6081185,10328590,0.44537815126050423,0.5887720395523494,0,Low,Low
1,2010,7,7,90,219,1877591,8005476,0.410958904109589,0.2345383335107119,0,Low,Low
2,2001,1,1,3321,7134,51483437,147019348,0.46551724137931033,0.35018137204635136,0,Low,Low
2,2002,1,1,3166,7581,61296964,176224716,0.4176230048806226,0.3478340915584168,0,Low,Low
2,2003,1,1,3475,8969,64794798,195788844,0.387445646114394,0.3309422369335814,0,Low,Low
2,2004,1,1,3451,8041,61730107,216381714,0.42917547568710357,0.28528338120105656,0,Low,Low
2,2005,1,1,3578,7894,92930221,240127856,0.45325563719280465,0.3870030847233317,0,Low,Low
2,2006,1,1,3450,8169,142717661,310621897,0.4223283143591627,0.45945782437868504,0,Low,Low
2,2007,1,1,3827,7609,85999945,265927102,0.5029570245761598,0.32339669162415796,0,Low,Low
2,2008,1,1,3832,8219,105204037,320442778,0.4662367684633167,0.32830834152860827,0,Low,Low
2,2009,1,1,3416,7702,106540830,372576517,0.4435211633341989,0.28595691123496114,0,Low,Low
2,2010,1,1,4125,8126,167645552,455774882,0.5076298301747477,0.3678253423364388,0,Low,Low
2,2001,2,2,40,316,3301479,45128264,0.12658227848101267,0.07315767785793843,0,Low,Low
2,2002,2,2,104,382,6462978,67143584,0.27225130890052357,0.09625607712570125,0,Low,Low
2,2003,2,2,43,296,9731021,44005241,0.14527027027027026,0.2211332281988866,0,Low,Low
2,2004,2,2,50,353,7380662,118644247,0.141643059490085,0.062208342895884366,0,Low,Low
2,2005,2,2,47,348,15059030,60887542,0.13505747126436782,0.24732530671052544,0,Low,Low
2,2006,2,2,63,396,13934804,87652602,0.1590909090909091,0.1589776422153446,0,Low,Low
2,2007,2,2,53,278,10588289,63766044,0.1906474820143885,0.1660490181890537,0,Low,Low
2,2008,2,2,109,329,10702595,76445367,0.331306990881459,0.14000318685107496,0,Low,Low
2,2009,2,2,160,466,38183752,152390321,0.34334763948497854,0.25056546734355917,0,Low,Low
2,2010,2,2,113,417,15315562,101817765,0.2709832134292566,0.1504213140015399,0,Low,Low
2,2001,3,3,95,203,12616493,29127698,0.46798029556650245,0.433144184617679,0,Low,Low
2,2002,3,3,100,193,13183547,24840635,0.5181347150259067,0.5307250398389575,0,Low,Low
2,2003,3,3,94,173,13612142,42850011,0.5433526011560693,0.31766951004983407,0,Low,Low
2,2004,3,3,82,152,9771450,17206064,0.5394736842105263,0.5679073377850972,0,Low,Low
2,2005,3,3,159,245,19305553,29946537,0.6489795918367347,0.6446672949196096,0,Low,Low
2,2006,3,3,107,174,14806698,32668783,0.6149425287356322,0.4532369020296838,0,Low,Low
2,2007,3,3,89,138,36502464,49272166,0.644927536231884,0.7408333540685019,0,Low,Low
2,2008,3,3,77,108,5175890,19165296,0.7129629629629629,0.2700657480061879,0,Low,Low
2,2009,3,3,51,101,14981520,24465809,0.504950495049505,0.612345171173371,0,Low,Low
2,2010,3,3,97,133,18607717,30276549,0.7293233082706767,0.6145917422755149,0,Low,Low
2,2001,4,4,154,360,3293943,7786220,0.42777777777777776,0.4230477690072975,0,Low,Low
2,2002,4,4,207,491,5582933,20701567,0.4215885947046843,0.269686492814771,0,Low,Low
2,2003,4,4,79,195,1294520,2397928,0.40512820512820513,0.5398494033181981,0,Low,Low
2,2004,4,4,76,192,1650696,10111253,0.3958333333333333,0.1632533574226656,0,Low,Low
2,2005,4,4,104,192,15020857,23371050,0.5416666666666666,0.6427121160581146,0,Low,Low
2,2006,4,4,121,196,5074077,8118944,0.6173469387755102,0.6249676066247039,0,Low,Low
2,2007,4,4,180,254,6778955,10106418,0.7086614173228346,0.6707574335437145,0,Low,Low
2,2008,4,4,462,663,11240147,15869126,0.6968325791855203,0.7083028391103581,0,Low,Low
2,2009,4,4,314,435,10791957,18529965,0.7218390804597701,0.582405687220672,0,Low,Low
2,2010,4,4,96,840,7695160,19092260,0.11428571428571428,0.40305128884689395,0,Low,Low
2,2001,5,5,293,622,7149310,22872277,0.47106109324758844,0.31257535049964635,0,Low,Low
2,2002,5,5,294,635,7182440,19471642,0.462992125984252,0.3688666831487555,0,Low,Low
2,2003,5,5,326,640,7626468,22343329,0.509375,0.3413308733000351,0,Low,Low
2,2004,5,5,275,563,11176441,22674264,0.48845470692717585,0.4929130665498117,0,Low,Low
2,2005,5,5,358,784,11824646,29807447,0.45663265306122447,0.3967010660121278,0,Low,Low
2,2006,5,5,339,669,18259006,42224671,0.5067264573991032,0.4324250625895937,0,Low,Low
2,2007,5,5,332,604,21691492,42748748,0.5496688741721855,0.5074181821652414,0,Low,Low
2,2008,5,5,348,599,30406364,54947063,0.5809682804674458,0.5533756008032676,0,Low,Low
2,2009,5,5,310,536,32450159,52697966,0.5783582089552238,0.6157763090894248,0,Low,Low
2,2010,5,5,337,533,19902399,39143793,0.6322701688555347,0.5084432926568971,0,Low,Low
2,2001,6,6,9515,16435,108258741,224104509,0.5789473684210527,0.483072569503722,0,Low,Low
2,2002,6,6,10196,19058,122897719,241628837,0.5349984258579075,0.5086219034361367,0,Low,Low
2,2003,6,6,10958,23042,171432243,353299084,0.4755663570870584,0.4852326280019452,0,Low,Low
2,2004,6,6,11810,23162,190936570,391028586,0.5098868836888006,0.4882931244315729,0,Low,Low
2,2005,6,6,13716,23395,229884092,451664136,0.5862791194699722,0.5089713211145903,0,Low,Low
2,2006,6,6,12757,23211,241310512,514737824,0.549610098660118,0.46880275889731393,0,Low,Low
2,2007,6,6,13265,23856,301731761,514325019,0.5560446009389671,0.586655810729674,0,Low,Low
2,2008,6,6,13446,24324,397591848,721249352,0.5527873704982733,0.5512543573141401,0,Low,Low
2,2009,6,6,13133,23922,434869915,778827814,0.5489925591505727,0.5583646438697938,0,Low,Low
2,2010,6,6,15080,26358,495913278,886949317,0.572122315805448,0.5591224532167941,0,Low,Low
2,2001,7,7,13418,25070,186103403,476038316,0.5352213801356203,0.39094206652054453,0,Low,Low
2,2002,7,7,14067,28340,216606581,550010981,0.4963655610444601,0.39382228443180844,0,Low,Low
2,2003,7,7,14975,33315,268491192,660684437,0.4494972234729101,0.4063834063038479,0,Low,Low
2,2004,7,7,15744,32463,282645926,776046128,0.4849829036133444,0.3642127907118428,0,Low,Low
2,2005,7,7,17962,32858,384024399,835804568,0.5466553046442266,0.45946673864074883,0,Low,Low
2,2006,7,7,16837,32815,436102758,996024721,0.5130885265884504,0.4378433073048194,0,Low,Low
2,2007,7,7,17746,32739,463292906,946145497,0.5420446562204099,0.4896634898850023,0,Low,Low
2,2008,7,7,18274,34242,560320881,1208118982,0.533672098592372,0.46379610729433934,0,Low,Low
2,2009,7,7,17384,33162,637818133,1399488392,0.5242144623364091,0.455750927729024,0,Low,Low
2,2010,7,7,19848,36407,725079668,1533054566,0.5451698849122422,0.47296403147074934,0,Low,Low
3,2001,1,1,66,248,825115,4931904,0.2661290322580645,0.16730151276261662,0,Low,Low
3,2002,1,1,66,249,4414636,8057641,0.26506024096385544,0.5478819421217699,0,Low,Low
3,2003,1,1,83,253,12276582,18114179,0.32806324110671936,0.6777332828609014,0,Low,Low
3,2004,1,1,41,215,1129291,6750572,0.19069767441860466,0.16728819424487287,0,Low,Low
3,2005,1,1,56,263,1185696,7275247,0.21292775665399238,0.16297673467306334,0,Low,Low
3,2006,1,1,87,257,2558587,12667956,0.33852140077821014,0.2019731517854972,0,Low,Low
3,2007,1,1,90,240,4211030,11311656,0.375,0.3722735203404347,0,Low,Low
3,2008,1,1,92,245,2926035,7156154,0.37551020408163266,0.4088837383879665,0,Low,Low
3,2009,1,1,89,201,156360345,159726496,0.4427860696517413,0.9789255315536378,0,Low,Low
3,2010,1,1,68,211,5064245,13423241,0.3222748815165877,0.3772743855228406,0,Low,Low
3,2001,2,2,4,41,640000,31448136,0.0975609756097561,0.020350967701233548,0,Low,Low
3,2002,2,2,10,23,1258813,2858359,0.43478260869565216,0.44039709497652324,0,Low,Low
3,2003,2,2,6,28,413574,4736411,0.21428571428571427,0.08731801357610225,0,Low,Low
3,2004,2,2,1,26,7000,2786122,0.038461538461538464,0.0025124527928066325,0,Low,Low
3,2005,2,2,7,36,1170875,55772925,0.19444444444444445,0.020993609354359663,0,Low,Low
3,2006,2,2,23,45,1603077,10552823,0.5111111111111111,0.15190977807549697,0,Low,Low
3,2007,2,2,17,41,3274206,51346151,0.4146341463414634,0.06376731139983599,0,Low,Low
3,2008,2,2,14,43,9690740,23736222,0.32558139534883723,0.408268004908279,0,Low,Low
3,2009,2,2,14,38,3314510,44973410,0.3684210526315789,0.07369932589056512,0,Low,Low
3,2010,2,2,20,59,19048720,114314139,0.3389830508474576,0.16663485520369445,0,Low,Low
3,2001,3,3,6,22,401326,5967868,0.2727272727272727,0.067247801057262,0,Low,Low
3,2002,3,3,4,22,982350,3646342,0.18181818181818182,0.2694069837661964,0,Low,Low
3,2003,3,3,8,37,250518,2239914,0.21621621621621623,0.1118426868174403,0,Low,Low
3,2004,3,3,4,30,762200,4350673,0.13333333333333333,0.17519128649751428,0,Low,Low
3,2005,3,3,7,23,1065230,1988970,0.30434782608695654,0.5355686611663323,0,Low,Low
3,2006,3,3,10,28,112550,675603,0.35714285714285715,0.1665919186267675,0,Low,Low
3,2007,3,3,9,16,109790,1625690,0.5625,0.067534400777516,0,Low,Low
3,2008,3,3,10,14,1085820,1123220,0.7142857142857143,0.9667028720998557,0,Low,Low
3,2009,3,3,14,20,2721500,4500600,0.7,0.6046971514909123,0,Low,Low
3,2010,3,3,5,15,349000,1258330,0.3333333333333333,0.2773517280840479,0,Low,Low
3,2001,4,4,1,20,4730,1204096,0.05,0.003928258211969809,0,Low,Low
3,2002,4,4,21,34,2461567,5816326,0.6176470588235294,0.4232168210653942,0,Low,Low
3,2003,4,4,14,28,215410,3093260,0.5,0.06963850436109477,0,Low,Low
3,2004,4,4,10,26,263470,1904046,0.38461538461538464,0.13837375777686042,0,Low,Low
3,2005,4,4,3,19,149500,1606867,0.15789473684210525,0.09303819171095057,0,Low,Low
3,2006,4,4,5,16,460300,2521560,0.3125,0.18254572566189184,0,Low,Low
3,2007,4,4,4,11,337278,2685300,0.36363636363636365,0.1256016087587979,0,Low,Low
3,2008,4,4,28,45,968788,3065118,0.6222222222222222,0.3160687451510839,0,Low,Low
3,2009,4,4,5,20,24090,3686341,0.25,0.006534935319331554,0,Low,Low
3,2010,4,4,6,32,995920,22043117,0.1875,0.045180543205391506,0,Low,Low
3,2001,5,5,30,84,1436973,2535439,0.35714285714285715,0.5667551063149222,0,Low,Low
3,2002,5,5,21,96,761480,2330807,0.21875,0.32670229667235423,0,Low,Low
3,2003,5,5,13,60,229759,1282310,0.21666666666666667,0.17917586231098565,0,Low,Low
3,2004,5,5,12,45,355334,953041,0.26666666666666666,0.37284230164284643,0,Low,Low
3,2005,5,5,27,77,545199,1668677,0.35064935064935066,0.3267253039383895,0,Low,Low
3,2006,5,5,37,74,1093299,2528410,0.5,0.4324057411574863,0,Low,Low
3,2007,5,5,38,75,1969700,3324408,0.5066666666666667,0.5924964685441739,0,Low,Low
3,2008,5,5,40,79,714120,1282910,0.5063291139240507,0.5566407620176006,0,Low,Low
3,2009,5,5,29,55,761840,2039140,0.5272727272727272,0.37360848200712066,0,Low,Low
3,2010,5,5,26,69,1541787,4502105,0.37681159420289856,0.3424591385585187,0,Low,Low
3,2001,6,6,193,443,6344706,12395613,0.435665914221219,0.5118509266141175,0,Low,Low
3,2002,6,6,173,395,4907242,16774035,0.4379746835443038,0.29254988438977264,0,Low,Low
3,2003,6,6,141,370,3765257,14623150,0.3810810810810811,0.257486040969285,0,Low,Low
3,2004,6,6,114,388,3619988,11244293,0.29381443298969073,0.32194002771005703,0,Low,Low
3,2005,6,6,147,531,6533651,35140607,0.2768361581920904,0.18592880310803966,0,Low,Low
3,2006,6,6,172,451,5287871,18046894,0.38137472283813745,0.2930072620806661,0,Low,Low
3,2007,6,6,228,513,9720166,28418744,0.4444444444444444,0.3420336240053396,0,Low,Low
3,2008,6,6,217,445,8810883,51707894,0.48764044943820223,0.17039725114312332,0,Low,Low
3,2009,6,6,176,381,5700050,31164607,0.46194225721784776,0.18290139195402014,0,Low,Low
3,2010,6,6,162,445,14183400,39036632,0.36404494382022473,0.3633356484237677,0,Low,Low
3,2001,7,7,300,858,9652850,58483056,0.34965034965034963,0.1650537892547886,0,Low,Low
3,2002,7,7,295,819,14786088,39483510,0.3601953601953602,0.37448767852706105,0,Low,Low
3,2003,7,7,265,776,17151100,44089224,0.34149484536082475,0.38900888797679906,0,Low,Low
3,2004,7,7,182,730,6137283,27988747,0.2493150684931507,0.2192768043528351,0,Low,Low
3,2005,7,7,247,949,10650151,103453293,0.2602739726027397,0.10294646686597013,0,Low,Low
3,2006,7,7,334,871,11115684,46993246,0.38346727898966704,0.23653790589396612,0,Low,Low
3,2007,7,7,386,896,19622170,98711949,0.43080357142857145,0.19878211502034066,0,Low,Low
3,2008,7,7,401,871,24196386,88071518,0.46039035591274396,0.2747356529042681,0,Low,Low
3,2009,7,7,327,715,168882335,246090594,0.45734265734265733,0.6862608288068093,0,Low,Low
3,2010,7,7,287,831,41183072,194577564,0.345367027677497,0.21165375469496575,0,Low,Low
4,2001,1,1,539,2423,3722850,21466955,0.2224515063970285,0.17342236008786527,0,Low,Low
4,2002,1,1,484,2504,3594961,22146550,0.19329073482428116,0.16232600563067384,0,Low,Low
4,2003,1,1,509,2606,4036694,19841323,0.1953184957789716,0.2034488325198879,0,Low,Low
4,2004,1,1,414,2544,6262774,46224544,0.16273584905660377,0.13548590116973355,0,Low,Low
4,2005,1,1,523,2255,7068609,29458429,0.2319290465631929,0.23995200151372634,0,Low,Low
4,2006,1,1,557,2911,9818045,35783913,0.1913431810374442,0.2743703574284903,0,Low,Low
4,2007,1,1,491,2603,5730761,36285212,0.18862850557049557,0.15793654450744288,0,Low,Low
4,2008,1,1,666,3147,17965749,66185132,0.21163012392755004,0.27144690139773386,0,Low,Low
4,2009,1,1,445,3149,12984924,56531036,0.14131470308034297,0.2296954897483216,0,Low,Low
4,2010,1,1,316,3458,5554079,36025717,0.0913823019086177,0.1541698392845311,0,Low,Low
4,2001,2,2,37,374,1972335,18282901,0.09893048128342247,0.10787866761407285,0,Low,Low
4,2002,2,2,82,558,1926211,15255432,0.14695340501792115,0.12626394323018844,0,Low,Low
4,2003,2,2,119,611,1390986,14826295,0.19476268412438624,0.09381885359761154,0,Low,Low
4,2004,2,2,82,586,3040762,35994035,0.13993174061433447,0.08447960891297683,0,Low,Low
4,2005,2,2,89,487,3320562,37840904,0.18275154004106775,0.08775059919287341,0,Low,Low
4,2006,2,2,79,461,3485175,68198861,0.17136659436008678,0.051103126194438936,0,Low,Low
4,2007,2,2,56,653,1581103,34040085,0.08575803981623277,0.046448268269600385,0,Low,Low
4,2008,2,2,114,680,5186080,44107861,0.1676470588235294,0.11757722733369455,0,Low,Low
4,2009,2,2,39,802,3101060,39718582,0.048628428927680795,0.0780757983756822,0,Low,Low
4,2010,2,2,41,992,1646451,27018001,0.04133064516129032,0.06093903838407586,0,Low,Low
4,2001,3,3,116,532,4451846,15912145,0.21804511278195488,0.27977661088432765,0,Low,Low
4,2002,3,3,90,473,2555266,14499405,0.19027484143763213,0.17623247298768466,0,Low,Low
4,2003,3,3,83,471,4478050,17473511,0.1762208067940552,0.25627648616239745,0,Low,Low
4,2004,3,3,65,360,3168829,15737176,0.18055555555555555,0.20135944339696016,0,Low,Low
4,2005,3,3,60,334,4900145,20152383,0.17964071856287425,0.24315461848854303,0,Low,Low
4,2006,3,3,44,319,8900900,25923980,0.13793103448275862,0.3433461991561481,0,Low,Low
4,2007,3,3,49,299,3318828,14613245,0.16387959866220736,0.22711095311137258,0,Low,Low
4,2008,3,3,67,312,4455010,26136146,0.21474358974358973,0.17045397588458527,0,Low,Low
4,2009,3,3,37,251,23132331,49749892,0.14741035856573706,0.46497248677444364,0,Low,Low
4,2010,3,3,43,248,12335002,46803955,0.17338709677419356,0.26354614690147443,0,Low,Low
4,2001,4,4,148,395,3459533,11379457,0.37468354430379747,0.30401564854983854,0,Low,Low
4,2002,4,4,218,572,2452186,9470471,0.3811188811188811,0.2589296773096079,0,Low,Low
4,2003,4,4,201,562,4779994,17315893,0.35765124555160144,0.27604663530780654,0,Low,Low
4,2004,4,4,211,714,4169182,18860636,0.29551820728291317,0.22105203663333517,0,Low,Low
4,2005,4,4,226,693,4979023,9368936,0.32611832611832614,0.5314395359302273,0,Low,Low
4,2006,4,4,253,528,8789919,12511377,0.4791666666666667,0.702554083375475,0,Low,Low
4,2007,4,4,361,6004,6710027,19121023,0.060126582278481014,0.350924058822585,0,Low,Low
4,2008,4,4,410,1177,2440807,34446017,0.34834324553950724,0.07085890365785978,0,Low,Low
4,2009,4,4,251,763,5946862,6131307,0.3289646133682831,0.9699175069850523,0,Low,Low
4,2010,4,4,105,474,4982729,15131265,0.22151898734177214,0.32930022704644984,0,Low,Low
4,2001,5,5,146,687,3773502,16336928,0.21251819505094613,0.23097990026031823,0,Low,Low
4,2002,5,5,168,607,3675228,13045262,0.27677100494233936,0.2817289526266318,0,Low,Low
4,2003,5,5,117,523,4226116,16001672,0.2237093690248566,0.2641046510639638,0,Low,Low
4,2004,5,5,113,505,3026409,12619548,0.22376237623762377,0.2398191282286814,0,Low,Low
4,2005,5,5,114,451,2836984,13050733,0.25277161862527714,0.21738119996784855,0,Low,Low
4,2006,5,5,110,544,4390325,11828104,0.20220588235294118,0.37117740932950877,0,Low,Low
4,2007,5,5,120,496,3187208,14447990,0.24193548387096775,0.22059871303897635,0,Low,Low
4,2008,5,5,142,568,4959153,26547936,0.25,0.1867999455776901,0,Low,Low
4,2009,5,5,119,680,4580248,27004505,0.175,0.1696105149862958,0,Low,Low
4,2010,5,5,88,662,3322890,13746590,0.13293051359516617,0.24172467499212533,0,Low,Low
4,2001,6,6,1163,5367,7609277,38223829,0.21669461524128936,0.19907155298334972,0,Low,Low
4,2002,6,6,1216,5555,15509124,65560628,0.2189018901890189,0.23656155337621232,0,Low,Low
4,2003,6,6,1243,5525,33029454,97125170,0.22497737556561087,0.34007100322192485,0,Low,Low
4,2004,6,6,1379,5866,15153750,75688410,0.2350835322195704,0.20021229141951852,0,Low,Low
4,2005,6,6,1869,6369,30054617,116337451,0.293452661328309,0.2583399992148702,0,Low,Low
4,2006,6,6,2116,7820,146555353,363131214,0.27058823529411763,0.40358786948014885,0,Low,Low
4,2007,6,6,2330,7754,37307228,102848324,0.30049006964147534,0.36274026205813525,0,Low,Low
4,2008,6,6,2458,8012,41888526,146063921,0.3067898152770844,0.2867821547800295,0,Low,Low
4,2009,6,6,2280,7644,95067594,346328773,0.29827315541601257,0.2745009985064106,0,Low,Low
4,2010,6,6,1381,7860,76554211,285508811,0.1756997455470738,0.2681325691206076,0,Low,Low
4,2001,7,7,2149,9778,24989343,121602215,0.21977909592963796,0.2055007221702335,0,Low,Low
4,2002,7,7,2258,10269,29712976,139977748,0.21988509105073523,0.212269281543235,0,Low,Low
4,2003,7,7,2272,10298,51941294,182583864,0.22062536414837833,0.2844791038051424,0,Low,Low
4,2004,7,7,2264,10575,34821706,205124349,0.21408983451536642,0.1697590079859315,0,Low,Low
4,2005,7,7,2881,10589,53159940,226208836,0.2720747945981679,0.2350038174459286,0,Low,Low
4,2006,7,7,3159,12583,181939717,517377449,0.2510530080267027,0.3516576096458352,0,Low,Low
4,2007,7,7,3407,17809,57835155,221355879,0.1913077657364254,0.2612767967188258,0,Low,Low
4,2008,7,7,3857,13896,76895325,343487013,0.2775618883131836,0.22386676086644358,0,Low,Low
4,2009,7,7,3171,13289,144813019,525464095,0.23861840620061706,0.27559070234855915,0,Low,Low
4,2010,7,7,1974,13694,104395362,424234339,0.1441507229443552,0.2460794716572908,0,Low,Low
5,2001,1,1,367,3231,2327135,17023937,0.11358712472918601,0.13669781555230145,0,Low,Low
5,2002,1,1,371,3182,2490854,20176572,0.11659333752357008,0.12345278474460379,0,Low,Low
5,2003,1,1,305,2986,1719760,19821137,0.10214333556597455,0.08676394295645098,0,Low,Low
5,2004,1,1,277,3175,2380067,24846468,0.08724409448818897,0.09579095910130969,0,Low,Low
5,2005,1,1,311,3117,3584517,34869204,0.09977542508822586,0.10279893398197447,0,Low,Low
5,2006,1,1,362,3531,3180927,36841471,0.10252053242707448,0.08634093356370054,0,Low,Low
5,2007,1,1,294,3259,3910175,56610107,0.09021172138692851,0.06907202984089042,0,Low,Low
5,2008,1,1,288,3414,3698886,43776678,0.0843585237258348,0.08449444245175479,0,Low,Low
5,2009,1,1,329,3566,4157497,55027421,0.09226023555804823,0.07555318647406717,0,Low,Low
5,2010,1,1,337,3437,5194263,55766542,0.0980506255455339,0.09314299961435658,0,Low,Low
5,2001,2,2,88,922,1340911,7779882,0.09544468546637744,0.17235621311480046,0,Low,Low
5,2002,2,2,41,1214,1128419,20655871,0.03377265238879736,0.054629456196739416,0,Low,Low
5,2003,2,2,26,1096,748571,12300221,0.023722627737226276,0.06085833742336825,0,Low,Low
5,2004,2,2,30,1696,1149866,20065108,0.01768867924528302,0.05730674362679732,0,Low,Low
5,2005,2,2,27,1181,1644236,15356354,0.02286198137171888,0.10707203024884683,0,Low,Low
5,2006,2,2,30,1042,1563838,25004534,0.028790786948176585,0.06254217735071567,0,Low,Low
5,2007,2,2,26,1309,1318034,14712214,0.019862490450725745,0.08958773981944526,0,Low,Low
5,2008,2,2,94,1352,1290244,19375909,0.0695266272189349,0.06659011455927048,0,Low,Low
5,2009,2,2,37,1186,3445872,20075889,0.031197301854974706,0.17164231182987713,0,Low,Low
5,2010,2,2,35,1071,464781,13148146,0.032679738562091505,0.03534954662048931,0,Low,Low
5,2001,3,3,234,1290,8297831,66513191,0.1813953488372093,0.1247546670855109,0,Low,Low
5,2002,3,3,187,1289,7949064,61081240,0.14507370054305663,0.1301392047705646,0,Low,Low
5,2003,3,3,161,1221,5851830,51817939,0.13185913185913187,0.11293058182032288,0,Low,Low
5,2004,3,3,140,1319,5650680,80581664,0.10614101592115238,0.07012364500192005,0,Low,Low
